"","Var1","Var2","Freq"
"1","","county_fips_code","Min.   : 1001  "
"2","","county_fips_code","1st Qu.:18178  "
"3","","county_fips_code","Median :29176  "
"4","","county_fips_code","Mean   :30384  "
"5","","county_fips_code","3rd Qu.:45081  "
"6","","county_fips_code","Max.   :56045  "
"7","","county_fips_code",NA
"8","","county_name","Length:3142       "
"9","","county_name","Class :character  "
"10","","county_name","Mode  :character  "
"11","","county_name",NA
"12","","county_name",NA
"13","","county_name",NA
"14","","county_name",NA
"15","","   state","Length:3142       "
"16","","   state","Class :character  "
"17","","   state","Mode  :character  "
"18","","   state",NA
"19","","   state",NA
"20","","   state",NA
"21","","   state",NA
"22","","state_fips_code","Min.   : 1.00  "
"23","","state_fips_code","1st Qu.:18.00  "
"24","","state_fips_code","Median :29.00  "
"25","","state_fips_code","Mean   :30.28  "
"26","","state_fips_code","3rd Qu.:45.00  "
"27","","state_fips_code","Max.   :56.00  "
"28","","state_fips_code",NA
"29","","    date","Length:3142       "
"30","","    date","Class :character  "
"31","","    date","Mode  :character  "
"32","","    date",NA
"33","","    date",NA
"34","","    date",NA
"35","","    date",NA
"36","","confirmed_cases.V1","Min.   :-0.26900  "
"37","","confirmed_cases.V1","1st Qu.:-0.24067  "
"38","","confirmed_cases.V1","Median :-0.20080  "
"39","","confirmed_cases.V1","Mean   : 0.00000  "
"40","","confirmed_cases.V1","3rd Qu.:-0.09267  "
"41","","confirmed_cases.V1","Max.   :35.41138  "
"42","","confirmed_cases.V1",""
"43","","     deaths.V1     ","Min.   :-0.259589  "
"44","","     deaths.V1     ","1st Qu.:-0.234634  "
"45","","     deaths.V1     ","Median :-0.195121  "
"46","","     deaths.V1     ","Mean   : 0.000000  "
"47","","     deaths.V1     ","3rd Qu.:-0.099460  "
"48","","     deaths.V1     ","Max.   :28.721776  "
"49","","     deaths.V1     ",""
"50","","    geo_id","Min.   : 1001  "
"51","","    geo_id","1st Qu.:18178  "
"52","","    geo_id","Median :29176  "
"53","","    geo_id","Mean   :30384  "
"54","","    geo_id","3rd Qu.:45081  "
"55","","    geo_id","Max.   :56045  "
"56","","    geo_id",NA
"57","","nonfamily_households","Min.   :     12  "
"58","","nonfamily_households","1st Qu.:   1393  "
"59","","nonfamily_households","Median :   3168  "
"60","","nonfamily_households","Mean   :  12898  "
"61","","nonfamily_households","3rd Qu.:   8495  "
"62","","nonfamily_households","Max.   :1091276  "
"63","","nonfamily_households",NA
"64","","family_households","Min.   :     15  "
"65","","family_households","1st Qu.:   2827  "
"66","","family_households","Median :   6604  "
"67","","family_households","Mean   :  24920  "
"68","","family_households","3rd Qu.:  17211  "
"69","","family_households","Max.   :2203922  "
"70","","family_households",NA
"71","","median_year_structure_built","Min.   :1939  "
"72","","median_year_structure_built","1st Qu.:1968  "
"73","","median_year_structure_built","Median :1977  "
"74","","median_year_structure_built","Mean   :1975  "
"75","","median_year_structure_built","3rd Qu.:1983  "
"76","","median_year_structure_built","Max.   :2003  "
"77","","median_year_structure_built","NA's   :1  "
"78","","rent_burden_not_computed.V1","Min.   :-0.348598  "
"79","","rent_burden_not_computed.V1","1st Qu.:-0.285490  "
"80","","rent_burden_not_computed.V1","Median :-0.217238  "
"81","","rent_burden_not_computed.V1","Mean   : 0.000000  "
"82","","rent_burden_not_computed.V1","3rd Qu.:-0.056040  "
"83","","rent_burden_not_computed.V1","Max.   :28.935934  "
"84","","rent_burden_not_computed.V1",""
"85","","rent_over_50_percent.V1","Min.   :-0.22129  "
"86","","rent_over_50_percent.V1","1st Qu.:-0.21022  "
"87","","rent_over_50_percent.V1","Median :-0.18807  "
"88","","rent_over_50_percent.V1","Mean   : 0.00000  "
"89","","rent_over_50_percent.V1","3rd Qu.:-0.11357  "
"90","","rent_over_50_percent.V1","Max.   :36.47766  "
"91","","rent_over_50_percent.V1",""
"92","","rent_40_to_50_percent","Min.   :     0.0  "
"93","","rent_40_to_50_percent","1st Qu.:    60.0  "
"94","","rent_40_to_50_percent","Median :   193.0  "
"95","","rent_40_to_50_percent","Mean   :  1167.2  "
"96","","rent_40_to_50_percent","3rd Qu.:   614.5  "
"97","","rent_40_to_50_percent","Max.   :177284.0  "
"98","","rent_40_to_50_percent",NA
"99","","rent_35_to_40_percent","Min.   :     0.0  "
"100","","rent_35_to_40_percent","1st Qu.:    42.0  "
"101","","rent_35_to_40_percent","Median :   135.5  "
"102","","rent_35_to_40_percent","Mean   :   848.5  "
"103","","rent_35_to_40_percent","3rd Qu.:   449.0  "
"104","","rent_35_to_40_percent","Max.   :124762.0  "
"105","","rent_35_to_40_percent",NA
"106","","rent_30_to_35_percent","Min.   :     0.0  "
"107","","rent_30_to_35_percent","1st Qu.:    67.0  "
"108","","rent_30_to_35_percent","Median :   194.0  "
"109","","rent_30_to_35_percent","Mean   :  1156.6  "
"110","","rent_30_to_35_percent","3rd Qu.:   617.2  "
"111","","rent_30_to_35_percent","Max.   :161522.0  "
"112","","rent_30_to_35_percent",NA
"113","","rent_25_to_30_percent","Min.   :     0  "
"114","","rent_25_to_30_percent","1st Qu.:    87  "
"115","","rent_25_to_30_percent","Median :   257  "
"116","","rent_25_to_30_percent","Mean   :  1458  "
"117","","rent_25_to_30_percent","3rd Qu.:   767  "
"118","","rent_25_to_30_percent","Max.   :186079  "
"119","","rent_25_to_30_percent",NA
"120","","rent_20_to_25_percent","Min.   :     0.0  "
"121","","rent_20_to_25_percent","1st Qu.:    98.0  "
"122","","rent_20_to_25_percent","Median :   274.5  "
"123","","rent_20_to_25_percent","Mean   :  1611.2  "
"124","","rent_20_to_25_percent","3rd Qu.:   864.8  "
"125","","rent_20_to_25_percent","Max.   :190808.0  "
"126","","rent_20_to_25_percent",NA
"127","","rent_15_to_20_percent","Min.   :     0.0  "
"128","","rent_15_to_20_percent","1st Qu.:   111.0  "
"129","","rent_15_to_20_percent","Median :   306.5  "
"130","","rent_15_to_20_percent","Mean   :  1592.9  "
"131","","rent_15_to_20_percent","3rd Qu.:   933.5  "
"132","","rent_15_to_20_percent","Max.   :171288.0  "
"133","","rent_15_to_20_percent",NA
"134","","rent_10_to_15_percent","Min.   :     0.0  "
"135","","rent_10_to_15_percent","1st Qu.:    99.0  "
"136","","rent_10_to_15_percent","Median :   251.0  "
"137","","rent_10_to_15_percent","Mean   :  1100.0  "
"138","","rent_10_to_15_percent","3rd Qu.:   694.2  "
"139","","rent_10_to_15_percent","Max.   :104745.0  "
"140","","rent_10_to_15_percent",NA
"141","","rent_under_10_percent","Min.   :    0.0  "
"142","","rent_under_10_percent","1st Qu.:   56.0  "
"143","","rent_under_10_percent","Median :  135.0  "
"144","","rent_under_10_percent","Mean   :  495.1  "
"145","","rent_under_10_percent","3rd Qu.:  341.8  "
"146","","rent_under_10_percent","Max.   :49983.0  "
"147","","rent_under_10_percent",NA
"148","","   total_pop.V1    ","Min.   :-0.310978  "
"149","","   total_pop.V1    ","1st Qu.:-0.277863  "
"150","","   total_pop.V1    ","Median :-0.232945  "
"151","","   total_pop.V1    ","Mean   : 0.000000  "
"152","","   total_pop.V1    ","3rd Qu.:-0.105761  "
"153","","   total_pop.V1    ","Max.   :30.471502  "
"154","","   total_pop.V1    ",""
"155","","    male_pop.V1    ","Min.   :-0.311775  "
"156","","    male_pop.V1    ","1st Qu.:-0.277805  "
"157","","    male_pop.V1    ","Median :-0.232617  "
"158","","    male_pop.V1    ","Mean   : 0.000000  "
"159","","    male_pop.V1    ","3rd Qu.:-0.104299  "
"160","","    male_pop.V1    ","Max.   :30.581939  "
"161","","    male_pop.V1    ",""
"162","","   female_pop.V1   ","Min.   :-0.310139  "
"163","","   female_pop.V1   ","1st Qu.:-0.277682  "
"164","","   female_pop.V1   ","Median :-0.233259  "
"165","","   female_pop.V1   ","Mean   : 0.000000  "
"166","","   female_pop.V1   ","3rd Qu.:-0.106288  "
"167","","   female_pop.V1   ","Max.   :30.358067  "
"168","","   female_pop.V1   ",""
"169","","   median_age.V1   ","Min.   :-3.635576  "
"170","","   median_age.V1   ","1st Qu.:-0.604967  "
"171","","   median_age.V1   ","Median : 0.008592  "
"172","","   median_age.V1   ","Mean   : 0.000000  "
"173","","   median_age.V1   ","3rd Qu.: 0.566373  "
"174","","   median_age.V1   ","Max.   : 4.693951  "
"175","","   median_age.V1   ",""
"176","","   white_pop.V1    ","Min.   :-0.438844  "
"177","","   white_pop.V1    ","1st Qu.:-0.382390  "
"178","","   white_pop.V1    ","Median :-0.297709  "
"179","","   white_pop.V1    ","Mean   : 0.000000  "
"180","","   white_pop.V1    ","3rd Qu.:-0.064933  "
"181","","   white_pop.V1    ","Max.   :18.276811  "
"182","","   white_pop.V1    ",""
"183","","   black_pop.V1    ","Min.   :-0.232196  "
"184","","   black_pop.V1    ","1st Qu.:-0.230439  "
"185","","   black_pop.V1    ","Median :-0.218176  "
"186","","   black_pop.V1    ","Mean   : 0.000000  "
"187","","   black_pop.V1    ","3rd Qu.:-0.132390  "
"188","","   black_pop.V1    ","Max.   :22.445616  "
"189","","   black_pop.V1    ",""
"190","","  asian_pop","Min.   :      0.0  "
"191","","  asian_pop","1st Qu.:     31.0  "
"192","","  asian_pop","Median :    138.0  "
"193","","  asian_pop","Mean   :   5407.2  "
"194","","  asian_pop","3rd Qu.:    712.5  "
"195","","  asian_pop","Max.   :1442577.0  "
"196","","  asian_pop",NA
"197",""," hispanic_pop.V1  ","Min.   :-0.14440  "
"198",""," hispanic_pop.V1  ","1st Qu.:-0.14181  "
"199",""," hispanic_pop.V1  ","Median :-0.13617  "
"200",""," hispanic_pop.V1  ","Mean   : 0.00000  "
"201",""," hispanic_pop.V1  ","3rd Qu.:-0.10531  "
"202",""," hispanic_pop.V1  ","Max.   :39.14547  "
"203",""," hispanic_pop.V1  ",""
"204",""," amerindian_pop.V1 ","Min.   :-0.229431  "
"205",""," amerindian_pop.V1 ","1st Qu.:-0.221188  "
"206",""," amerindian_pop.V1 ","Median :-0.196629  "
"207",""," amerindian_pop.V1 ","Mean   : 0.000000  "
"208",""," amerindian_pop.V1 ","3rd Qu.:-0.109902  "
"209",""," amerindian_pop.V1 ","Max.   :21.788000  "
"210",""," amerindian_pop.V1 ",""
"211","","other_race_pop.V1 ","Min.   :-0.17803  "
"212","","other_race_pop.V1 ","1st Qu.:-0.17803  "
"213","","other_race_pop.V1 ","Median :-0.17021  "
"214","","other_race_pop.V1 ","Mean   : 0.00000  "
"215","","other_race_pop.V1 ","3rd Qu.:-0.12095  "
"216","","other_race_pop.V1 ","Max.   :36.09664  "
"217","","other_race_pop.V1 ",""
"218","","two_or_more_races_pop","Min.   :     0  "
"219","","two_or_more_races_pop","1st Qu.:   137  "
"220","","two_or_more_races_pop","Median :   396  "
"221","","two_or_more_races_pop","Mean   :  2372  "
"222","","two_or_more_races_pop","3rd Qu.:  1390  "
"223","","two_or_more_races_pop","Max.   :219180  "
"224","","two_or_more_races_pop",NA
"225","","not_hispanic_pop","Min.   :     62  "
"226","","not_hispanic_pop","1st Qu.:   9935  "
"227","","not_hispanic_pop","Median :  23932  "
"228","","not_hispanic_pop","Mean   :  84180  "
"229","","not_hispanic_pop","3rd Qu.:  63026  "
"230","","not_hispanic_pop","Max.   :5212143  "
"231","","not_hispanic_pop",NA
"232","","commuters_by_public_transportation","Min.   :     0  "
"233","","commuters_by_public_transportation","1st Qu.:     6  "
"234","","commuters_by_public_transportation","Median :    33  "
"235","","commuters_by_public_transportation","Mean   :  2421  "
"236","","commuters_by_public_transportation","3rd Qu.:   145  "
"237","","commuters_by_public_transportation","Max.   :735534  "
"238","","commuters_by_public_transportation",NA
"239","","  households","Min.   :     31  "
"240","","  households","1st Qu.:   4256  "
"241","","  households","Median :   9850  "
"242","","  households","Mean   :  37819  "
"243","","  households","3rd Qu.:  25873  "
"244","","  households","Max.   :3295198  "
"245","","  households",NA
"246","","median_income","Min.   : 19264  "
"247","","median_income","1st Qu.: 41123  "
"248","","median_income","Median : 48066  "
"249","","median_income","Mean   : 49754  "
"250","","median_income","3rd Qu.: 55764  "
"251","","median_income","Max.   :129588  "
"252","","median_income",NA
"253","","income_per_capita","Min.   : 9334  "
"254","","income_per_capita","1st Qu.:21810  "
"255","","income_per_capita","Median :25273  "
"256","","income_per_capita","Mean   :26040  "
"257","","income_per_capita","3rd Qu.:29126  "
"258","","income_per_capita","Max.   :69529  "
"259","","income_per_capita",NA
"260","","housing_units","Min.   :     59  "
"261","","housing_units","1st Qu.:   5457  "
"262","","housing_units","Median :  12406  "
"263","","housing_units","Mean   :  43092  "
"264","","housing_units","3rd Qu.:  31284  "
"265","","housing_units","Max.   :3506903  "
"266","","housing_units",NA
"267","","vacant_housing_units","Min.   :    28.0  "
"268","","vacant_housing_units","1st Qu.:   958.2  "
"269","","vacant_housing_units","Median :  2041.5  "
"270","","vacant_housing_units","Mean   :  5273.0  "
"271","","vacant_housing_units","3rd Qu.:  4685.2  "
"272","","vacant_housing_units","Max.   :227426.0  "
"273","","vacant_housing_units",NA
"274","","vacant_housing_units_for_rent","Min.   :    0.0  "
"275","","vacant_housing_units_for_rent","1st Qu.:   66.0  "
"276","","vacant_housing_units_for_rent","Median :  193.0  "
"277","","vacant_housing_units_for_rent","Mean   :  903.4  "
"278","","vacant_housing_units_for_rent","3rd Qu.:  579.8  "
"279","","vacant_housing_units_for_rent","Max.   :62460.0  "
"280","","vacant_housing_units_for_rent",NA
"281","","vacant_housing_units_for_sale","Min.   :    0.0  "
"282","","vacant_housing_units_for_sale","1st Qu.:   50.0  "
"283","","vacant_housing_units_for_sale","Median :  147.0  "
"284","","vacant_housing_units_for_sale","Mean   :  428.5  "
"285","","vacant_housing_units_for_sale","3rd Qu.:  369.8  "
"286","","vacant_housing_units_for_sale","Max.   :25450.0  "
"287","","vacant_housing_units_for_sale",NA
"288",""," median_rent","Min.   : 140.0  "
"289",""," median_rent","1st Qu.: 424.0  "
"290",""," median_rent","Median : 510.5  "
"291",""," median_rent","Mean   : 563.4  "
"292",""," median_rent","3rd Qu.: 642.0  "
"293",""," median_rent","Max.   :1879.0  "
"294",""," median_rent","NA's   :2  "
"295","","percent_income_spent_on_rent","Min.   :10.00  "
"296","","percent_income_spent_on_rent","1st Qu.:25.30  "
"297","","percent_income_spent_on_rent","Median :28.10  "
"298","","percent_income_spent_on_rent","Mean   :27.82  "
"299","","percent_income_spent_on_rent","3rd Qu.:30.30  "
"300","","percent_income_spent_on_rent","Max.   :50.00  "
"301","","percent_income_spent_on_rent","NA's   :1  "
"302","","owner_occupied_housing_units","Min.   :      2  "
"303","","owner_occupied_housing_units","1st Qu.:   3156  "
"304","","owner_occupied_housing_units","Median :   7116  "
"305","","owner_occupied_housing_units","Mean   :  24135  "
"306","","owner_occupied_housing_units","3rd Qu.:  18107  "
"307","","owner_occupied_housing_units","Max.   :1512364  "
"308","","owner_occupied_housing_units",NA
"309","","million_dollar_housing_units","Min.   :    0.0  "
"310","","million_dollar_housing_units","1st Qu.:    2.0  "
"311","","million_dollar_housing_units","Median :   19.0  "
"312","","million_dollar_housing_units","Mean   :  352.3  "
"313","","million_dollar_housing_units","3rd Qu.:   67.0  "
"314","","million_dollar_housing_units","Max.   :98228.0  "
"315","","million_dollar_housing_units",NA
"316","","mortgaged_housing_units","Min.   :      0  "
"317","","mortgaged_housing_units","1st Qu.:   1416  "
"318","","mortgaged_housing_units","Median :   3627  "
"319","","mortgaged_housing_units","Mean   :  15336  "
"320","","mortgaged_housing_units","3rd Qu.:  10413  "
"321","","mortgaged_housing_units","Max.   :1103229  "
"322","","mortgaged_housing_units",NA
"323","","families_with_young_children","Min.   :     0.0  "
"324","","families_with_young_children","1st Qu.:   713.2  "
"325","","families_with_young_children","Median :  1728.5  "
"326","","families_with_young_children","Mean   :  7301.0  "
"327","","families_with_young_children","3rd Qu.:  4572.0  "
"328","","families_with_young_children","Max.   :725915.0  "
"329","","families_with_young_children",NA
"330","","two_parent_families_with_young_children","Min.   :     0.0  "
"331","","two_parent_families_with_young_children","1st Qu.:   430.2  "
"332","","two_parent_families_with_young_children","Median :  1037.0  "
"333","","two_parent_families_with_young_children","Mean   :  4729.6  "
"334","","two_parent_families_with_young_children","3rd Qu.:  2952.5  "
"335","","two_parent_families_with_young_children","Max.   :438223.0  "
"336","","two_parent_families_with_young_children",NA
"337","","two_parents_in_labor_force_families_with_young_children","Min.   :     0  "
"338","","two_parents_in_labor_force_families_with_young_children","1st Qu.:   239  "
"339","","two_parents_in_labor_force_families_with_young_children","Median :   610  "
"340","","two_parents_in_labor_force_families_with_young_children","Mean   :  2772  "
"341","","two_parents_in_labor_force_families_with_young_children","3rd Qu.:  1694  "
"342","","two_parents_in_labor_force_families_with_young_children","Max.   :242644  "
"343","","two_parents_in_labor_force_families_with_young_children",NA
"344","","two_parents_father_in_labor_force_families_with_young_children","Min.   :     0  "
"345","","two_parents_father_in_labor_force_families_with_young_children","1st Qu.:   140  "
"346","","two_parents_father_in_labor_force_families_with_young_children","Median :   374  "
"347","","two_parents_father_in_labor_force_families_with_young_children","Mean   :  1740  "
"348","","two_parents_father_in_labor_force_families_with_young_children","3rd Qu.:  1058  "
"349","","two_parents_father_in_labor_force_families_with_young_children","Max.   :174194  "
"350","","two_parents_father_in_labor_force_families_with_young_children",NA
"351","","two_parents_mother_in_labor_force_families_with_young_children","Min.   :    0.0  "
"352","","two_parents_mother_in_labor_force_families_with_young_children","1st Qu.:    5.0  "
"353","","two_parents_mother_in_labor_force_families_with_young_children","Median :   30.0  "
"354","","two_parents_mother_in_labor_force_families_with_young_children","Mean   :  148.3  "
"355","","two_parents_mother_in_labor_force_families_with_young_children","3rd Qu.:  103.0  "
"356","","two_parents_mother_in_labor_force_families_with_young_children","Max.   :13920.0  "
"357","","two_parents_mother_in_labor_force_families_with_young_children",NA
"358","","two_parents_not_in_labor_force_families_with_young_children","Min.   :   0.00  "
"359","","two_parents_not_in_labor_force_families_with_young_children","1st Qu.:   0.00  "
"360","","two_parents_not_in_labor_force_families_with_young_children","Median :  12.00  "
"361","","two_parents_not_in_labor_force_families_with_young_children","Mean   :  69.27  "
"362","","two_parents_not_in_labor_force_families_with_young_children","3rd Qu.:  52.00  "
"363","","two_parents_not_in_labor_force_families_with_young_children","Max.   :7465.00  "
"364","","two_parents_not_in_labor_force_families_with_young_children",NA
"365","","one_parent_families_with_young_children","Min.   :     0  "
"366","","one_parent_families_with_young_children","1st Qu.:   239  "
"367","","one_parent_families_with_young_children","Median :   637  "
"368","","one_parent_families_with_young_children","Mean   :  2571  "
"369","","one_parent_families_with_young_children","3rd Qu.:  1644  "
"370","","one_parent_families_with_young_children","Max.   :287692  "
"371","","one_parent_families_with_young_children",NA
"372","","father_one_parent_families_with_young_children","Min.   :    0.0  "
"373","","father_one_parent_families_with_young_children","1st Qu.:   53.0  "
"374","","father_one_parent_families_with_young_children","Median :  152.0  "
"375","","father_one_parent_families_with_young_children","Mean   :  594.1  "
"376","","father_one_parent_families_with_young_children","3rd Qu.:  420.5  "
"377","","father_one_parent_families_with_young_children","Max.   :75310.0  "
"378","","father_one_parent_families_with_young_children",NA
"379","","father_in_labor_force_one_parent_families_with_young_children","Min.   :    0  "
"380","","father_in_labor_force_one_parent_families_with_young_children","1st Qu.:   45  "
"381","","father_in_labor_force_one_parent_families_with_young_children","Median :  133  "
"382","","father_in_labor_force_one_parent_families_with_young_children","Mean   :  530  "
"383","","father_in_labor_force_one_parent_families_with_young_children","3rd Qu.:  373  "
"384","","father_in_labor_force_one_parent_families_with_young_children","Max.   :68691  "
"385","","father_in_labor_force_one_parent_families_with_young_children",NA
"386","","commute_10_14_mins","Min.   :     2  "
"387","","commute_10_14_mins","1st Qu.:   529  "
"388","","commute_10_14_mins","Median :  1522  "
"389","","commute_10_14_mins","Mean   :  6124  "
"390","","commute_10_14_mins","3rd Qu.:  4704  "
"391","","commute_10_14_mins","Max.   :471609  "
"392","","commute_10_14_mins",NA
"393","","commute_15_19_mins","Min.   :     0.0  "
"394","","commute_15_19_mins","1st Qu.:   473.2  "
"395","","commute_15_19_mins","Median :  1345.5  "
"396","","commute_15_19_mins","Mean   :  6885.2  "
"397","","commute_15_19_mins","3rd Qu.:  4530.0  "
"398","","commute_15_19_mins","Max.   :601972.0  "
"399","","commute_15_19_mins",NA
"400","","commute_20_24_mins","Min.   :     0  "
"401","","commute_20_24_mins","1st Qu.:   400  "
"402","","commute_20_24_mins","Median :  1130  "
"403","","commute_20_24_mins","Mean   :  6552  "
"404","","commute_20_24_mins","3rd Qu.:  3646  "
"405","","commute_20_24_mins","Max.   :609158  "
"406","","commute_20_24_mins",NA
"407","","commute_25_29_mins","Min.   :     0  "
"408","","commute_25_29_mins","1st Qu.:   175  "
"409","","commute_25_29_mins","Median :   490  "
"410","","commute_25_29_mins","Mean   :  2864  "
"411","","commute_25_29_mins","3rd Qu.:  1583  "
"412","","commute_25_29_mins","Max.   :241388  "
"413","","commute_25_29_mins",NA
"414","","commute_30_34_mins","Min.   :     0.0  "
"415","","commute_30_34_mins","1st Qu.:   420.5  "
"416","","commute_30_34_mins","Median :  1070.5  "
"417","","commute_30_34_mins","Mean   :  6157.2  "
"418","","commute_30_34_mins","3rd Qu.:  3023.8  "
"419","","commute_30_34_mins","Max.   :778603.0  "
"420","","commute_30_34_mins",NA
"421","","commute_45_59_mins.V1","Min.   :-0.236102  "
"422","","commute_45_59_mins.V1","1st Qu.:-0.219666  "
"423","","commute_45_59_mins.V1","Median :-0.191066  "
"424","","commute_45_59_mins.V1","Mean   : 0.000000  "
"425","","commute_45_59_mins.V1","3rd Qu.:-0.113142  "
"426","","commute_45_59_mins.V1","Max.   :30.215264  "
"427","","commute_45_59_mins.V1",""
"428","","aggregate_travel_time_to_work.V1","Min.   :-0.275430  "
"429","","aggregate_travel_time_to_work.V1","1st Qu.:-0.250466  "
"430","","aggregate_travel_time_to_work.V1","Median :-0.212998  "
"431","","aggregate_travel_time_to_work.V1","Mean   : 0.000000  "
"432","","aggregate_travel_time_to_work.V1","3rd Qu.:-0.077921  "
"433","","aggregate_travel_time_to_work.V1","Max.   :30.149763  "
"434","","aggregate_travel_time_to_work.V1",""
"435","","income_less_10000.V1","Min.   :-0.321207  "
"436","","income_less_10000.V1","1st Qu.:-0.280417  "
"437","","income_less_10000.V1","Median :-0.224188  "
"438","","income_less_10000.V1","Mean   : 0.000000  "
"439","","income_less_10000.V1","3rd Qu.:-0.081328  "
"440","","income_less_10000.V1","Max.   :25.329778  "
"441","","income_less_10000.V1",""
"442","","income_10000_14999.V1","Min.   :-0.32974  "
"443","","income_10000_14999.V1","1st Qu.:-0.28192  "
"444","","income_10000_14999.V1","Median :-0.21748  "
"445","","income_10000_14999.V1","Mean   : 0.00000  "
"446","","income_10000_14999.V1","3rd Qu.:-0.06885  "
"447","","income_10000_14999.V1","Max.   :31.77451  "
"448","","income_10000_14999.V1",""
"449","","income_15000_19999.V1","Min.   :-0.344616  "
"450","","income_15000_19999.V1","1st Qu.:-0.295460  "
"451","","income_15000_19999.V1","Median :-0.228155  "
"452","","income_15000_19999.V1","Mean   : 0.000000  "
"453","","income_15000_19999.V1","3rd Qu.:-0.074874  "
"454","","income_15000_19999.V1","Max.   :29.165655  "
"455","","income_15000_19999.V1",""
"456","","income_20000_24999","Min.   :     0.0  "
"457","","income_20000_24999","1st Qu.:   262.2  "
"458","","income_20000_24999","Median :   616.5  "
"459","","income_20000_24999","Mean   :  1881.2  "
"460","","income_20000_24999","3rd Qu.:  1461.8  "
"461","","income_20000_24999","Max.   :162639.0  "
"462","","income_20000_24999",NA
"463","","income_25000_29999","Min.   :     0  "
"464","","income_25000_29999","1st Qu.:   246  "
"465","","income_25000_29999","Median :   578  "
"466","","income_25000_29999","Mean   :  1788  "
"467","","income_25000_29999","3rd Qu.:  1394  "
"468","","income_25000_29999","Max.   :144700  "
"469","","income_25000_29999",NA
"470","","income_30000_34999","Min.   :     0.0  "
"471","","income_30000_34999","1st Qu.:   245.0  "
"472","","income_30000_34999","Median :   578.5  "
"473","","income_30000_34999","Mean   :  1817.7  "
"474","","income_30000_34999","3rd Qu.:  1407.0  "
"475","","income_30000_34999","Max.   :149564.0  "
"476","","income_30000_34999",NA
"477","","income_35000_39999","Min.   :     0.0  "
"478","","income_35000_39999","1st Qu.:   214.2  "
"479","","income_35000_39999","Median :   528.5  "
"480","","income_35000_39999","Mean   :  1697.3  "
"481","","income_35000_39999","3rd Qu.:  1298.0  "
"482","","income_35000_39999","Max.   :135954.0  "
"483","","income_35000_39999",NA
"484","","income_40000_44999","Min.   :     0.0  "
"485","","income_40000_44999","1st Qu.:   214.2  "
"486","","income_40000_44999","Median :   507.0  "
"487","","income_40000_44999","Mean   :  1704.2  "
"488","","income_40000_44999","3rd Qu.:  1291.5  "
"489","","income_40000_44999","Max.   :138917.0  "
"490","","income_40000_44999",NA
"491","","income_45000_49999","Min.   :     0  "
"492","","income_45000_49999","1st Qu.:   188  "
"493","","income_45000_49999","Median :   435  "
"494","","income_45000_49999","Mean   :  1504  "
"495","","income_45000_49999","3rd Qu.:  1156  "
"496","","income_45000_49999","Max.   :120529  "
"497","","income_45000_49999",NA
"498","","income_50000_59999","Min.   :     3.0  "
"499","","income_50000_59999","1st Qu.:   346.2  "
"500","","income_50000_59999","Median :   822.0  "
"501","","income_50000_59999","Mean   :  2922.3  "
"502","","income_50000_59999","3rd Qu.:  2149.8  "
"503","","income_50000_59999","Max.   :233537.0  "
"504","","income_50000_59999",NA
"505","","income_60000_74999","Min.   :     2  "
"506","","income_60000_74999","1st Qu.:   416  "
"507","","income_60000_74999","Median :  1026  "
"508","","income_60000_74999","Mean   :  3761  "
"509","","income_60000_74999","3rd Qu.:  2690  "
"510","","income_60000_74999","Max.   :306351  "
"511","","income_60000_74999",NA
"512","","income_75000_99999","Min.   :     2  "
"513","","income_75000_99999","1st Qu.:   459  "
"514","","income_75000_99999","Median :  1148  "
"515","","income_75000_99999","Mean   :  4658  "
"516","","income_75000_99999","3rd Qu.:  3189  "
"517","","income_75000_99999","Max.   :387502  "
"518","","income_75000_99999",NA
"519","","income_100000_124999","Min.   :     0.0  "
"520","","income_100000_124999","1st Qu.:   263.2  "
"521","","income_100000_124999","Median :   675.5  "
"522","","income_100000_124999","Mean   :  3269.8  "
"523","","income_100000_124999","3rd Qu.:  2062.2  "
"524","","income_100000_124999","Max.   :287785.0  "
"525","","income_100000_124999",NA
"526","","income_125000_149999","Min.   :     0.0  "
"527","","income_125000_149999","1st Qu.:   127.2  "
"528","","income_125000_149999","Median :   353.0  "
"529","","income_125000_149999","Mean   :  2045.8  "
"530","","income_125000_149999","3rd Qu.:  1096.8  "
"531","","income_125000_149999","Max.   :189618.0  "
"532","","income_125000_149999",NA
"533","","income_150000_199999","Min.   :     0.0  "
"534","","income_150000_199999","1st Qu.:   101.0  "
"535","","income_150000_199999","Median :   280.0  "
"536","","income_150000_199999","Mean   :  2206.0  "
"537","","income_150000_199999","3rd Qu.:   976.5  "
"538","","income_150000_199999","Max.   :224078.0  "
"539","","income_150000_199999",NA
"540","","income_200000_or_more","Min.   :     0.0  "
"541","","income_200000_or_more","1st Qu.:    78.0  "
"542","","income_200000_or_more","Median :   209.0  "
"543","","income_200000_or_more","Mean   :  2376.0  "
"544","","income_200000_or_more","3rd Qu.:   784.5  "
"545","","income_200000_or_more","Max.   :277335.0  "
"546","","income_200000_or_more",NA
"547","","renter_occupied_housing_units_paying_cash_median_gross_rent","Min.   : 288.0  "
"548","","renter_occupied_housing_units_paying_cash_median_gross_rent","1st Qu.: 607.0  "
"549","","renter_occupied_housing_units_paying_cash_median_gross_rent","Median : 681.0  "
"550","","renter_occupied_housing_units_paying_cash_median_gross_rent","Mean   : 734.6  "
